 ,OBJECTID,Verified_B,Latitude,Longitude,CLASS_OB_1,ACRES_1,SITENAME_1,COUNTY,DESIG,REGION,TRAIL,NATURALAREA,HUNTING,FISHING,PICNIC,WATERREC,Playgrounds,Sports Facilities,ADA Compliant,Waste Receptacles,Restroom Facilities,No Fee/Reservation Required,TOT SCORE,COMMENTS
yes,158,Menna Kassa,39.0309284822,-77.1787633383,Trail 612,9.49312973,Buck Branch Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,165,Menna Kassa,39.0925608854,-77.0672707953,Natural Area 585,10.94390011,Aquarius Local Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3,"running trail, open field"
yes,167,Menna Kassa,39.0846454140,-77.2307712564,Picnic 468,11.06229973,Big Pines Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,168,Menna Kassa,38.9917469898,-77.1429396857,Natural Area 589,11.1310997,Burning Tree Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,,,,1,4, 
yes,171,Menna Kassa,39.1402522375,-77.1172903520,Trail 464,11.67520046,Bowie Mill Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4,outdoor exercise stations
yes,175,Menna Kassa,39.1215659047,-77.2624112450,Natural Area 696,12.45069981,Orchard Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,,1,,1,6, 
yes,177,Menna Kassa,39.0106679723,-76.9857997716,Trail 467,13.30099964,Broadacres Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,1,1,6, 
yes,181,Menna Kassa,39.1161118802,-77.0401447019,Natural Area 616,14.01299953,Norwood Village NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,183,Menna Kassa,39.0040475028,-77.1183656384,Trail 463,14.45820045,Ayrlawn Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,184,Menna Kassa,39.0988901547,-77.2585525597,Natural Area 558,14.49680042,Aberdeen Local Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,,1,,1,7,
yes,185,Menna Kassa,39.0468690032,-77.2214862136,Natural Area 571,14.57540035,Adventure Conservation Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3,environmental preservation area; undeveloped
yes,188,Menna Kassa,39.0965396000,-77.0145473279,Natural Area 654,15.39850044,Bonifant NCA,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,,,,1,4, 
yes,192,Menna Kassa,39.1357291537,-77.0431428802,Natural Area 671,16.80369949,Batchellors Forest Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped park
yes,194,Menna Kassa,38.9755477598,-77.0953108541,Trail 570,17.10140038,Norwood Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,building available for rent
yes,196,Menna Kassa,39.2369493580,-77.2411277582,Natural Area 560,17.55430031,Arora Hills Local Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,1,1,,1,1,1,8, 
yes,200,Menna Kassa,39.0533808502,-77.1511527406,Natural Area 544,19.78860092,Cabin John SVU 6,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,203,Menna Kassa,39.1280856940,-77.1562228272,Picnic 514,20.94720078,Blueberry Hill Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6, 
yes,206,Menna Kassa,38.9777564147,-76.9873813983,Natural Area 534,22.01580048,Sligo Creek SVU 1A,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,0,0,1,3, 
yes,209,Menna Kassa,39.1555856127,-77.0827676593,Trail 587,22.59180069,Olney Square Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,210,Menna Kassa,38.9849692451,-77.1526592656,Natural Area 634,24.13339996,Booze Creek Stream Valley Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3,conservation area
yes,214,Menna Kassa,38.9991859255,-77.1976407769,Trail 517,25.79339981,Avenel Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,pretty gazebos
yes,222,Menna Kassa,39.1716382141,-77.0724678946,Trail 616,32.61429977,Olney Family Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,223,Menna Kassa,39.1159970155,-76.9553524612,Picnic 509,33.29600143,Burtonsville Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,231,Menna Kassa,39.0727785113,-77.1047068383,Trail 513,41.40050125,Aspen Hill Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,0,1,,,1,1,4, 
yes,232,Menna Kassa,38.9908180000,-77.0112960000,Natural Area 646,43.78179932,Sligo Avenue Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,,1,1,1,7, 
yes,233,Menna Kassa,39.0001320000,-77.0115530000,Natural Area 599,45.31809998,Sligo Cabin Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,1,0,,,,1,5, 
yes,234,Menna Kassa,39.1795125212,-77.3141356366,Trail 473,46.29759979,Boyds Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,0,0,0,1,2,undeveloped field with Hoyles Mill Conservation Trail access
yes,246,Menna Kassa,38.9936367190,-77.1659661503,Natural Area 629,56.78739929,Cabin John SVU 3,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,249,Menna Kassa,38.9754384456,-77.1495679575,Natural Area 631,60.94179916,Cabin John SVU 1,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,255,Menna Kassa,39.0111969574,-77.0293494233,Natural Area 633,76.125,Sligo Creek SVU 3,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,1,,1,1,1,6, 
yes,258,Menna Kassa,39.0412639212,-77.0345460972,Natural Area 603,84.65419769,Sligo Creek SVU 5,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,259,Menna Kassa,39.0027514006,-77.1676132839,Natural Area 546,91.13050079,Cabin John SVU 4,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,260,Menna Kassa,39.0676177829,-77.3148339854,Trail 592,91.24299622,Callithea Farm Special Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,0,0,,,,1,3, 
yes,264,Menna Kassa,39.0295901459,-77.1766572550,Natural Area 538,101.7750015,Buck Branch SVP,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,265,Menna Kassa,38.9820958710,-77.1579938527,Natural Area 591,105.0189972,Cabin John SVU 2,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,268,Menna Kassa,39.0266389907,-77.0309797838,Natural Area 545,113.0210037,Sligo Creek SVU 4,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,0,,,1,4, 
yes,282,Menna Kassa,39.2811187780,-77.2205801595,Natural Area 567,180.9799957,Oak Ridge Conservation Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3,open fields
yes,283,Menna Kassa,39.0165452009,-77.1681959039,Natural Area 608,190.9400024,Cabin John SVU 5,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,,,1,3, 
yes,286,Menna Kassa,39.2301253644,-77.3344215876,Natural Area 584,214.0930023,Bucklodge Conservation Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,0,0,0,1,3, 
yes,295,Menna Kassa,39.3009036854,-77.2090236031,Natural Area 573,388.8900146,Bennett Creek Conservation Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,open field 
yes,298,Menna Kassa,39.1627169529,-77.1332388451,Natural Area 648,454.0690002,Agricultural History Farm Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,,,1,3,barn animals and garden
yes,299,Menna Kassa,39.0354368524,-77.1538116452,Natural Area 550,513.8560181,Cabin John Regional Park,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,1,0,,1,1,1,7, 
yes,371,Coline Bodenreider,38.9881359085,-77.1160930365,Natural Area 659,0.024,English Court NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped small park
yes,375,Coline Bodenreider,39.0321550590,-77.0795955259,Natural Area 673,0.193,Edith Throckmorton Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,,,1,5, 
yes,378,Coline Bodenreider,39.0003675871,-77.0178778978,Natural Area 642,0.276,Dartmouth NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,379,Coline Bodenreider,38.9921699101,-77.0162171197,Trail 647,0.276,East Silver Spring Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,0,0,1,4, 
yes,382,Coline Bodenreider,38.9886351360,-77.0939318303,Picnic 562,0.353,Cheltenham Drive Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,0,,,0,1,4, 
yes,384,Coline Bodenreider,38.9899126372,-77.0941591997,Trail 643,0.362,Chase Avenue Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,0,,1,0,1,5, 
yes,385,Coline Bodenreider,39.0374541620,-77.0996044299,Natural Area 689,0.4,Druid Drive Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,,0,1,4, 
yes,387,Coline Bodenreider,39.0479351529,-77.0706227779,Trail 633,0.497,College View Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,0,,,0,1,4, 
yes,388,Coline Bodenreider,39.1032976153,-77.2908390344,Trail 538,0.669,Darnestown Heritage Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,0,0,,0,0,1,3,historical site
yes,389,Coline Bodenreider,38.9829984975,-77.0232009936,Trail 671,0.678,Juniper-Blair Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,0,,1,0,1,4, 
yes,394,Coline Bodenreider,39.0022860232,-77.1610647399,Natural Area 611,0.912,Charred Oak NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,402,Coline Bodenreider,39.0437572231,-77.0766142026,Natural Area 669,1.342,Connecticut Avenue Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,406,Coline Bodenreider,38.9887520991,-77.0820189438,Natural Area 549,1.767,East-West Highway NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,407,Coline Bodenreider,39.0238986621,-77.0692450394,Natural Area 679,1.782,Kensington-Frederick Avenue Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,1,0,1,5, 
yes,412,Coline Bodenreider,38.9823228235,-77.0915550373,Trail 580,2.108,Elm Street Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6, 
yes,414,Coline Bodenreider,39.0415551780,-77.0299399854,Trail 619,2.196,Kemp Mill Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,416,Coline Bodenreider,39.2405060065,-77.2804227165,Picnic 548,2.524,Clarksburg Triangle Urban Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,0,0,0,0,0,1,2,undeveloped area
yes,417,Coline Bodenreider,39.2366227500,-77.2779128738,Trail 578,2.739,Dowden's Ordinary Special Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,0,,,,1,3,historical site
yes,421,Coline Bodenreider,38.9802406736,-77.0669147757,Natural Area 563,2.979,Chevy Chase Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,1,0,1,6, 
yes,423,Coline Bodenreider,39.0009280723,-77.1669169716,Trail 634,3.022,Cindy Lane Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,425,Coline Bodenreider,39.2177525668,-77.4216100724,Picnic 480,3.126,Dickerson Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,,,,3, 
yes,426,Coline Bodenreider,38.9965362183,-77.0102804531,Picnic 531,3.271,Dale Drive Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,0,,,0,1,4, 
yes,427,Coline Bodenreider,39.0436363317,-77.0341146985,Trail 571,3.314,Colt Terrace Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,0,,0,0,1,3, 
yes,428,Coline Bodenreider,39.0010817509,-77.0245258655,Picnic 525,3.583,Ellsworth Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,0,1,6,dog park next to the playground
yes,433,Coline Bodenreider,39.2388160955,-77.2605967732,Picnic 441,3.731,Clarksburg Village North Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,0,1,,1,,1,5, 
yes,434,Coline Bodenreider,39.2253778368,-77.2641082809,Picnic 533,3.818,Clarksburg Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,1,,1,5,rental facility available
yes,435,Coline Bodenreider,39.0205140498,-77.0741667601,Trail 503,3.831,Kensington Cabin Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5,rental facility available
yes,437,Coline Bodenreider,39.0341442357,-77.0682757616,Picnic 521,3.97,Kensington Heights Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6, 
yes,444,Coline Bodenreider,39.0821347258,-77.0054831366,Natural Area 682,4.132,Colesville Manor Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,,,1,4, 
yes,445,Coline Bodenreider,39.1180956303,-77.1576583791,Natural Area 680,4.252,Derwood Station Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,446,Coline Bodenreider,39.0888434659,-76.9569419196,Natural Area 632,4.508,Fairdale Road NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,454,Coline Bodenreider,39.0921556746,-77.0912483962,Picnic 504,5.09,English Manor Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,,,1,4, 
yes,457,Coline Bodenreider,38.9810027965,-77.1511304689,Natural Area 709,5.43,Concord Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,1,1,,,,1,4, 
yes,460,Coline Bodenreider,39.0855222299,-76.9970917840,Natural Area 663,5.754,Colesville Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,1,,1,6, 
yes,462,Coline Bodenreider,39.0910630700,-76.9519699282,Natural Area 547,6.194,Duvall Road NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,463,Coline Bodenreider,39.0113790000,-77.0933520000,Natural Area 593,6.23,Elmhirst Parkway NCA,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,1,0,0,,0,1,4,undeveloped area and playground
yes,472,Coline Bodenreider,39.0276974202,-77.0437809821,Picnic 530,7.421,Evans Parkway Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6, 
yes,477,Coline Bodenreider,39.1581043491,-77.2766179644,Natural Area 657,8.291,Kingsview LP,Montgomery,COUNTY,CENTRAL,1,1,0,0,1,0,0,0,,,,1,4, 
yes,478,Coline Bodenreider,39.0883929241,-77.0736435533,Trail 499,8.311,North Gate Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4, 
yes,481,Coline Bodenreider,39.0469370255,-77.0887890257,Trail 666,9.026,Dewey Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4, 
yes,482,Coline Bodenreider,39.0844137181,-76.9377601900,Picnic 549,9.389,Edgewood Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,0,,,,1,4, 
yes,484,Coline Bodenreider,39.3190060305,-77.2098496752,Natural Area 613,9.821,North Point NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2,undeveloped area
yes,485,Coline Bodenreider,39.1635260224,-77.2997799122,Picnic 442,9.931,King's Crossing Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,492,Coline Bodenreider,39.0450619628,-77.0107042159,Natural Area 565,10.88,Kemp Mill Estates Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,1,,1,6,rental facility available
yes,496,Coline Bodenreider,39.1068515678,-77.2949271480,Picnic 447,11.68,Darnestown Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,1,1,1,6, 
yes,497,Coline Bodenreider,39.1541664843,-77.1780227630,Natural Area 600,12.31,Emory Grove Hills NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,0,0,0,1,2, 
yes,498,Coline Bodenreider,39.1369658665,-77.0781108584,Picnic 433,12.5,Cherrywood Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,502,Coline Bodenreider,39.0249308786,-77.0160466898,Picnic 439,13.82,North Four Corners Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,"1 soccer field, 1 basketball field, and 2 tennis courts"
yes,505,Coline Bodenreider,39.1076622019,-76.9921198743,Picnic 473,14.76,Cloverly Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,1,1,1,6,"2 baseball fields, 2 tennis courts, 2 basketball courts"
yes,506,Coline Bodenreider,39.0171358862,-77.0763023672,Natural Area 655,14.84,Kensington Parkway SVP,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,0,0,1,2, 
yes,507,Coline Bodenreider,39.0376488012,-77.0212705821,Natural Area 702,15.08,Northwest Branch SVU 4,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,,,1,3, 
yes,508,Coline Bodenreider,39.0999966975,-77.2365352081,Trail 476,15.43,Dufief Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,1,0,5,"two playgrounds, three tennis courts, and multiuse fields"
yes,510,Coline Bodenreider,39.0711064587,-76.9369655677,Picnic 466,16.23,Cross Creek Club Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7, 
yes,511,Coline Bodenreider,39.0861301934,-77.1059701661,Natural Area 598,16.56,Drake Drive NCA,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,,,1,3, 
yes,522,Coline Bodenreider,39.0342128696,-77.0831661417,Trail 495,19.85,Ken-Gar Palisades Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,1,1,6,"Added 1 to picnic. Playground, softball field, baseball field, multiuse field, an exercise station, and tennis courts"
yes,526,Coline Bodenreider,39.0868751034,-76.9638895621,Trail 655,20.77,Countryside Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4,"Playground, multiuse field, and two tennis courts."
yes,532,Coline Bodenreider,39.2450638985,-77.2766159920,Picnic 499,23.18,Kings Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,,1,,1,4,softball field is handicap accessible 
yes,534,Coline Bodenreider,39.1352450669,-76.9863646044,Natural Area 670,24.29,Ednor Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,,,1,5,"playground, lighted tennis courts, lighted basketball courts, and softball, baseball, and soccer fields"
yes,535,Coline Bodenreider,39.1139055972,-77.0645110960,Picnic 550,24.33,East Norbeck Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,Pavilion rental required
yes,537,Coline Bodenreider,39.1025082669,-76.9434977987,Picnic 501,24.96,Columbia Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,"playground, basketball courts, ball fields and tennis courts"
yes,542,Coline Bodenreider,39.1879200544,-77.2322407327,Picnic 478,29.42,Clearspring Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6,"playground, a softball field, and a soccer field, and the picnic area"
yes,567,Coline Bodenreider,39.0425778922,-77.2126828845,Natural Area 541,77.45,Kilgour Branch SVP,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,,1,2, 
yes,580,Coline Bodenreider,39.1162926902,-77.1477848534,Natural Area 543,135.5,Crabbs Branch SVP,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,0,0,,,,1,3, 
yes,581,Coline Bodenreider,39.1162926902,-77.1477848534,Trail 431,135.5,Crabbs Branch SVP,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,,,,,,,2,duplicate
yes,598,Coline Bodenreider,39.2454005077,-77.2217709855,Trail 557,282.7,Damascus Recreational Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,0,6,"Baseball, softball, soccer fields, and picnic pavilion available by permit/rent"
yes,599,Coline Bodenreider,39.0165725250,-76.9932880730,Natural Area 661,327,Northwest Branch SVU 3,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,,,,,,,2, 
yes,601,Coline Bodenreider,39.0833058140,-77.0238005013,Natural Area 626,366.9,Northwest Branch SVU 5,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,,,,,,,2, 
yes,603,Coline Bodenreider,39.0899697410,-76.9261991973,Picnic 489,374.1,Fairland Recreational Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,1,7,"two softball fields, two soccer fields, and one practice field. Lighted fields available by permit only"
yes,641,Jameela Rogers,38.9670433195,-77.1395476339,Natural Area 1199,0,Glen Echo Park,Montgomery,NPS,CENTRAL,0,1,0,0,1,0,0,0,,1,1,1,5,"No entrance fee, but need to pay for Dentzel Carousel"
yes,701,Jameela Rogers,38.9948872272,-77.0293667994,Picnic 529,0.2662250102,Gene Lynch Urban Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,,,,,,,1,construction halted because of purple line construction
yes,702,Jameela Rogers,39.1723729116,-77.1891576784,Natural Area 559,0.2725679874,Goshen Elm Conservation Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,,0,0,1,3,small mowed field with a protected tree
yes,703,Jameela Rogers,39.0137566980,-77.0162918385,Natural Area 552,0.4481790066,Hastings NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,,0,0,1,3,small mowed field with trees
yes,705,Jameela Rogers,39.0377285723,-77.0936287961,Picnic 524,0.7033659816,Garrett Park-Waverly Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,0,1,,1,0,1,4,"1 basketball court, two tennis courts"
yes,706,Jameela Rogers,39.1781686287,-77.2674998112,Trail 597,0.7334200144,Germantown Square Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,0,1,,1,0,1,5,open mowed field
yes,708,Jameela Rogers,38.9617094685,-77.1194151635,Trail 620,0.9679089785,Glen Mar Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,0,1,5,basketball and tennis court
yes,716,Jameela Rogers,39.0533187642,-77.2057952555,Natural Area 672,1.547320008,Gregerscroft Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,1,0,,1,0,`,3, 
yes,718,Jameela Rogers,38.9649067974,-77.1294106162,Trail 589,1.87875998,Glen Echo Heights Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4,basketball
yes,721,Jameela Rogers,39.0650889889,-77.1842919009,Picnic 537,2.169019938,Fox Hills West Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,1,0,1,5,tennis and basketball court
yes,723,Jameela Rogers,39.0480105007,-77.1775905072,Trail 637,2.457989931,Highland Stone Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,1,6,under construction. added 1 in picnic
yes,725,Jameela Rogers,39.0781608475,-77.0733814303,Natural Area 695,2.644220114,Harmony Hills Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,1,,1,6, 
yes,726,Jameela Rogers,39.0318132252,-77.0968309518,Picnic 449,2.892319918,Garrett Park Estates Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,,,1,4,softball field
yes,735,Jameela Rogers,38.9785822935,-76.9888747738,Picnic 552,3.368629932,Hillwood Manor Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,0,1,6,basketball
yes,737,Jameela Rogers,38.9941408647,-77.1096222348,Trail 649,3.69291997,Greenwich Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5, 
yes,738,Jameela Rogers,39.0272587667,-77.0479695902,Natural Area 562,3.874650002,Carroll Knolls Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,0,1,,,0,1,4,"Currently a mowed field with trees. Under rennovation Fall 2019 to add ADA access path, playground, restrooms (portapotties), and path/trail "
yes,741,Jameela Rogers,39.0198897953,-77.0430823209,Trail 669,4.195429802,General Getty Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,1,,1,5,tennis court
yes,744,Jameela Rogers,39.0327716368,-77.0398386866,Natural Area 690,4.993989944,Glen Haven Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,1,,,,1,3,undeveloped
yes,745,Jameela Rogers,38.9964862630,-77.1256083052,Natural Area 700,5.490640163,Hillmead Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,1,,1,6,basketball and tennis court. Added 1 in picnic
yes,754,Jameela Rogers,39.1068831628,-76.9761844541,Natural Area 662,6.473559856,Hopefield Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,,,1,4,added 1 in picnic
yes,756,Jameela Rogers,39.0339575163,-77.1613236090,Natural Area 621,6.679560184,Inverness Forest NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,,1,2,undeveloped
yes,760,Jameela Rogers,39.1833774852,-77.2673035780,Trail 593,7.135550022,Germantown Town Center Urban Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,0,0,,1,,,3,added 1 in picnic
